,code,Indent,text,othersFound,generality
471,,1,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fish offal of subheadings 0302.91 to 0302.99:",1,specific
472,302.71,2,Tilapias (Oreochromis spp.):,1,specific
473,0302.71.11.00,3,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
474,0302.71.50.00,3,Other,0,Low
475,302.72,2,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.):",1,specific
476,0302.72.11.00,3,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
477,0302.72.50,3,Other,0,Low
478,0302.72.50.01,4,Ictalurus spp.,1,specific
479,0302.72.50.04,4,Pangasius spp. including basa and tra,1,specific
480,0302.72.50.34,4,Other,0,Low
481,302.73,2,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.):",1,specific
482,0302.73.11.00,3,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
483,0302.73.50.00,3,Other,0,Low
484,0302.74.00.00,2,Eels (Anguilla spp.),1,specific
485,302.79,2,Other:,0,Low
486,0302.79.11.00,3,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
487,0302.79.50,3,Other,0,Low
488,0302.79.50.25,4,Nile perch,1,specific
489,0302.79.50.76,4,Other,0,Low
490,,1,"Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0,Low
491,0302.81.00,2,Dogfish and other sharks,0,Low
492,0302.81.00.11,3,Dogfish (Squalus spp.),1,specific
493,0302.81.00.91,3,Other,0,Low
494,0302.82.00.00,2,Rays and skates (Rajidae),1,specific
495,0302.83.00.00,2,Toothfish (Dissostichus spp.),1,specific
496,302.84,2,Seabass (Dicentrarchus spp.):,1,specific
497,0302.84.11.00,3,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
498,0302.84.50.00,3,Other,0,Low
499,302.85,2,Seabream (Sparidae):,1,specific
500,0302.85.11.00,3,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
501,0302.85.50.00,3,Other,0,Low
502,302.89,2,Other :,0,Low
503,0302.89.11,3,"Scaled (whether or not heads, viscera and/or fins have been processed), in immediate containers weighing with their contents 6.8 kg or less",1,specific
504,0302.89.11.20,4,Sable fish (Anoplopoma fimbria),1,specific
505,0302.89.11.40,4,Other,0,Low
506,0302.89.50,3,Other,0,Low
507,,4,Fresh-water fish:,1,specific
508,0302.89.50.07,5,Pike,1,specific
509,0302.89.50.10,5,Pickerel,1,specific
510,,5,Perch:,1,specific
511,0302.89.50.13,6,Pike perch (including yellow pike),1,specific
512,0302.89.50.25,6,Other,0,Low
513,0302.89.50.28,5,Bass,1,specific
514,0302.89.50.31,5,Whitefish,1,specific
515,0302.89.50.34,5,Other,0,Low
516,0302.89.50.37,4,Smelts,1,specific
517,0302.89.50.40,4,Cusk,1,specific
518,0302.89.50.49,4,Shad and sturgeon,1,specific
519,0302.89.50.52,4,Sable fish (Anoplopoma fimbria),1,specific
520,0302.89.50.55,4,Ocean perch,1,specific
521,0302.89.50.58,4,Snapper (Lutjanidae),1,specific
522,0302.89.50.61,4,Grouper,1,specific
523,0302.89.50.64,4,Lingcod (Ophiodon elongatus),1,specific
524,0302.89.50.67,4,Monkfish (Lophius spp.),1,specific
525,0302.89.50.70,4,Atka mackerel (Atkafish) (Pleurogrammus monopterygius),1,specific
526,0302.89.50.72,4,Dolphin fish (mahi mahi) (Coryphaena spp.),1,specific
527,0302.89.50.77,4,Other,0,Low
528,,1,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal:",0,Low
529,302.91,2,"Livers, roes and milt:",1,specific
530,0302.91.20.00,3,Sturgeon roe,1,specific
531,0302.91.40,3,Other,0,Low
532,0302.91.40.10,4,Mullet roe,1,specific
533,0302.91.40.90,4,Other,0,Low
534,0302.92.00.00,2,Shark fins,1,specific
535,0302.99.00.00,2,Other,0,Low
536,303,0,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304:",0,Low
537,,1,"Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",1,specific
538,0303.11.00.00,2,Sockeye salmon (red salmon) (Oncorhynchus nerka),1,specific
539,0303.12.00,2,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",0,Low
540,0303.12.00.12,3,Chinook (king),1,specific
541,0303.12.00.22,3,Chum (dog),1,specific
542,0303.12.00.32,3,Pink (humpie),1,specific
543,0303.12.00.52,3,Coho (silver),1,specific
544,0303.12.00.62,3,Other,0,Low
545,0303.13.00.00,2,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),1,specific
546,0303.14.00.00,2,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",1,specific
547,0303.19.01.00,2,Other,0,Low
548,,1,"Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99:",1,specific
549,0303.23.00.00,2,Tilapias (Oreochromis spp.),1,specific
550,0303.24.00,2,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",1,specific
551,0303.24.00.10,3,Ictalurus spp.,1,specific
552,0303.24.00.20,3,Pangasius spp. including basa and tra,1,specific
553,0303.24.00.50,3,Other,0,Low
554,0303.25.01.00,2,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",1,specific
555,0303.26.00.00,2,Eels (Anguilla spp.),1,specific
556,0303.29.01,2,Other,0,Low
557,0303.29.01.10,3,Nile perch,1,specific
558,0303.29.01.50,3,Other,0,Low
559,,1,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99:",1,specific
560,0303.31.00,2,"Halibut and Greenland turbot (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",1,specific
561,0303.31.00.10,3,Atlantic halibut (Hippoglossus hippoglossus),1,specific
562,0303.31.00.20,3,Pacific halibut (Hippoglossus stenolepis),1,specific
563,0303.31.00.30,3,Greenland turbot (Greenland halibut) (Reinhardtius hippoglossoides),1,specific
564,0303.32.00.00,2,Plaice (Pleuronectes platessa),1,specific
565,0303.33.00.00,2,Sole (Solea spp.),1,specific
566,0303.34.00.00,2,Turbots (Psetta maxima),1,specific
567,0303.39.01,2,Other,0,Low
568,0303.39.01.10,3,Flounder,1,specific
569,0303.39.01.20,3,Rock sole (Pleuronectes bilineatus),1,specific
570,0303.39.01.30,3,Yellowfin sole (Pleuronectes asper),1,specific
571,0303.39.01.95,3,Other,0,Low
572,,1,"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding edible fish offal of subheadings 0303.91 to 0303.99:",1,specific
573,0303.41.00.00,2,Albacore or longfinned tunas (Thunnus alalunga),1,specific
574,0303.42.00,2,Yellowfin tunas (Thunnus albacares),1,specific
575,0303.42.00.20,3,Whole fish,1,specific
576,,3,Other:,0,Low
577,0303.42.00.40,4,Head-on,1,specific
578,0303.42.00.60,4,Other,0,Low
579,0303.43.00.00,2,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),1,specific
580,0303.44.00.00,2,Bigeye tunas (Thunnus obesus),1,specific
581,0303.45.01,2,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",1,specific
582,0303.45.01.10,3,Thunnus thynnus,1,specific
583,0303.45.01.50,3,Thunnus orientalis,1,specific
584,0303.46.00.00,2,Southern bluefin tunas (Thunnus maccoyii),1,specific
585,0303.49.02.00,2,Other,0,Low
586,,1,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303.91 to 0303.99:",1,specific
587,0303.51.00.00,2,"Herrings (Clupea harengus, Clupea pallasii)",1,specific
588,0303.53.00.00,2,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",1,specific
589,0303.54.00.00,2,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",1,specific
590,0303.55.00.00,2,Jack and horse mackerel (Trachurus spp.),1,specific
591,0303.56.00.00,2,Cobia (Rachycentron canadum),1,specific
592,0303.57.00,2,Swordfish (Xiphias gladius),1,specific
593,0303.57.00.10,3,Steaks,1,specific
594,0303.57.00.90,3,Other,0,Low
595,0303.59.00.00,2,Other,0,Low
596,,1,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",1,specific
597,0303.63.00,2,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",1,specific
598,0303.63.00.10,3,Atlantic,1,specific
599,0303.63.00.90,3,Other,0,Low
600,0303.64.00.00,2,Haddock (Melanogrammus aeglefinus),1,specific
601,0303.65.00.00,2,Coalfish (Pollachius virens),1,specific
602,0303.66.00.00,2,"Hake (Merluccius spp., Urophycis spp.)",1,specific
603,0303.67.00.00,2,Alaska pollock (Theragra chalcogramma),1,specific
604,0303.68.00.00,2,"Blue whitings (Micromesistius poutassou, Micromesistius australis)",1,specific
605,0303.69.00.00,2,Other,0,Low
606,,1,"Other fish, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0,Low
607,0303.81.00,2,Dogfish and other sharks,0,Low
608,0303.81.00.11,3,Dogfish (Squalus spp.),1,specific
609,0303.81.00.91,3,Other,0,Low
610,0303.82.00.00,2,Rays and skates (Rajidae),1,specific
611,0303.83.00.00,2,Toothfish (Dissostichus spp.),1,specific
612,0303.84.00.00,2,Sea Bass (Dicentrachus spp.),1,specific
613,0303.89.00,2,Other,0,Low
614,,3,Smelts:,1,specific
615,0303.89.00.01,4,Sea smelts,1,specific
616,0303.89.00.04,4,Other smelts,0,Low
617,0303.89.00.10,3,Cusk,1,specific
618,0303.89.00.13,3,Shad and sturgeon,1,specific
619,,3,Fresh-water fish:,1,specific
620,0303.89.00.28,4,Pike and pickerel,1,specific
621,0303.89.00.31,4,Perch and pike perch (including yellow pike),1,specific
622,0303.89.00.34,4,Sauger,1,specific
623,0303.89.00.37,4,Whitefish,1,specific
624,0303.89.00.40,4,"Tilapias, other than Oreochromis spp.",0,Low
625,0303.89.00.43,4,Other,0,Low
626,0303.89.00.46,3,Atka mackeral (Atkafish) (Pleurogrammus monopterygius),1,specific
627,0303.89.00.49,3,Mullet,1,specific
628,0303.89.00.52,3,Monkfish (Lophius spp.),1,specific
629,0303.89.00.55,3,Butterfish,1,specific
630,0303.89.00.58,3,Capelin,1,specific
631,0303.89.00.61,3,Sable fish (Anoplopoma fimbria),1,specific
632,0303.89.00.64,3,Ocean perch,1,specific
633,0303.89.00.67,3,Snapper (Lutjanidae spp.),1,specific
634,0303.89.00.70,3,Grouper,1,specific
635,0303.89.00.80,3,Other,0,Low
636,,1,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal:",0,Low
637,303.91,2,"Livers, roes and milt:",1,specific
638,0303.91.20.00,3,Sturgeon roe,1,specific
639,0303.91.40,3,Other,0,Low
640,0303.91.40.20,4,Herring roe,1,specific
641,0303.91.40.40,4,Salmon roe,1,specific
642,0303.91.40.50,4,Alaskan pollock (Theragra chalcogramma) roe,1,specific
643,0303.91.40.60,4,Mullet roe,1,specific
644,0303.91.40.95,4,Other,0,Low
645,0303.92.00.00,2,Shark fins,1,specific
646,0303.99.00.00,2,Other,0,Low
647,304,0,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen:",0,Low
648,,1,"Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.):",1,specific
649,0304.31.00.00,2,Tilapias (Oreochromis spp.),1,specific
650,0304.32.00,2,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",1,specific
651,0304.32.00.10,3,Ictalurus spp.,1,specific
652,0304.32.00.20,3,Pangasius spp. including basa and tra,1,specific
653,0304.32.00.90,3,Other,0,Low
654,0304.33.00.00,2,Nile perch (Lates niloticus),1,specific
655,0304.39.00.00,2,Other,0,Low
656,,1,Fresh or chilled fillets of other fish:,0,Low
657,0304.41.00,2,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) Atlantic Salmon (Salmo salar) and Danube salmon (Hucho hucho)",1,specific
658,,3,Atlantic Salmon (Salmo salar):,1,specific
659,0304.41.00.10,4,Farmed,1,specific
660,0304.41.00.20,4,Not Farmed,1,specific
661,0304.41.00.90,3,Other,0,Low
662,0304.42.00.00,2,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae Oncorhynchus apache, and Oncorhynchus chrysogaster)",1,specific
663,0304.43.00,2,"Flat Fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae, and Citharidae)",1,specific
664,0304.43.00.10,3,Sole,1,specific
665,0304.43.00.15,3,Paice,1,specific
666,0304.43.00.20,3,Flounder,1,specific
667,0304.43.00.25,3,"Greenland turbot (Greenland halibut), (Reinhardtius hippoglossoides)",1,specific
668,0304.43.00.90,3,Other,0,Low
669,0304.44.00,2,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",1,specific
670,,3,Cod:,1,specific
671,0304.44.00.10,4,Atlantic Cod,1,specific
672,0304.44.00.15,4,Other,0,Low
673,0304.44.00.20,3,Haddock,1,specific
674,0304.44.00.25,3,Pollock,1,specific
675,0304.44.00.30,3,Hake,1,specific
676,0304.44.00.90,3,Other,0,Low
677,0304.45.00.00,2,Swordfish (Xiphias gladius),1,specific
678,0304.46.00.00,2,Toothfish (Dissostichus spp.),1,specific
679,0304.47.00.00,2,Dogfish and other sharks,0,Low
680,0304.48.00.00,2,Rays and skates (Rajidae),1,specific
681,0304.49.01,2,Other,0,Low
682,,3,Fresh-water fish:,1,specific
683,0304.49.01.03,4,Pike,1,specific
684,0304.49.01.06,4,Pickerel,1,specific
685,0304.49.01.09,4,Whitefish,1,specific
686,0304.49.01.12,4,"Tilapia, other than Oreochromis spp.",0,Low
687,0304.49.01.15,4,Other,0,Low
688,0304.49.01.20,3,Atlantic ocean perch,1,specific
689,0304.49.01.25,3,Cusk,1,specific
690,0304.49.01.90,3,Other,0,Low
691,,1,"Other, fresh or chilled:",0,Low
692,0304.51.01,2,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",1,specific
693,0304.51.01.10,3,Ictalurus spp.,1,specific
694,0304.51.01.15,3,"Pangasius spp., including basa and tra",1,specific
695,0304.51.01.20,3,Nile Perch,1,specific
696,0304.51.01.25,3,Tilapias (Oreochromis spp.),1,specific
697,0304.51.01.90,3,Other,0,Low
698,0304.52.00,2,Salmonidae,1,specific
699,,3,Atlantic salmon (Salmo salar):,1,specific
700,0304.52.00.10,4,Farmed,1,specific
701,0304.52.00.15,4,Not farmed,1,specific
702,0304.52.00.20,3,Other salmon,0,Low
703,0304.52.00.90,3,Other,0,Low
704,0304.53.00,2,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",1,specific
705,,3,Cod:,1,specific
706,0304.53.00.10,4,Atlantic Cod,1,specific
707,0304.53.00.15,4,Other,0,Low
708,0304.53.00.20,3,Haddock,1,specific
709,0304.53.00.25,3,Pollock,1,specific
710,0304.53.00.30,3,Hake,1,specific
711,0304.53.00.90,3,Other,0,Low
712,0304.54.00.00,2,Swordfish (Xiphias gladius),1,specific
713,0304.55.00.00,2,Toothfish (Dissostichus spp.),1,specific
714,0304.56.00.00,2,Dogfish and other sharks,0,Low
715,0304.57.00.00,2,Rays and skates (Rajidae),1,specific
716,0304.59.00,2,Other,0,Low
717,,3,Fresh-water fish:,1,specific
718,,4,Perch:,1,specific
719,0304.59.00.03,5,Yellow perch,1,specific
720,0304.59.00.06,5,Pike perch (including yellow pike),1,specific
721,0304.59.00.09,5,Other,0,Low
722,0304.59.00.15,4,Pike,1,specific
723,0304.59.00.20,4,Pickerel,1,specific
724,0304.59.00.25,4,Whitefish,1,specific
725,0304.59.00.30,4,Tilapia other than Oreochromis spp.,0,Low
726,0304.59.00.36,4,Other,0,Low
727,,3,Flat Fish:,1,specific
728,0304.59.00.40,4,Sole,1,specific
729,0304.59.00.45,4,Plaice,1,specific
730,0304.59.00.50,4,Flounder,1,specific
731,0304.59.00.55,4,"Greenland turbot (Greenland halibut), (Reinhardtius hippoglossoides)",1,specific
732,0304.59.00.61,4,Other,0,Low
733,0304.59.00.65,3,Atlantic ocean perch,1,specific
734,0304.59.00.70,3,Cusk,1,specific
735,0304.59.00.91,3,Other,0,Low
736,,1,"Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp.,  Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbushoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.):",1,specific
737,0304.61.00.00,2,Tilapias (Oreochromis spp.),1,specific
738,0304.62.00,2,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",1,specific
739,0304.62.00.10,3,Ictalurus spp.,1,specific
740,0304.62.00.20,3,Pangasius spp. (including basa and tra),1,specific
741,0304.62.00.30,3,Other Siluriformes,0,Low
742,0304.62.00.90,3,Other,0,Low
743,0304.63.00.00,2,Nile perch (Lates niloticus),1,specific
744,0304.69.00.00,2,Other,0,Low
745,,1,"Frozen fillets of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae:",1,specific
